machine_code;activation_code;activation_date 
J1149;1255412349;1/15/2015
J1150;461275753;1/15/2015
J1151;461275753;1/15/2015
J1152;688480153;1/15/2015
J1153;296243013;1/15/2015
J1154;646014070;1/15/2015
J1155;781924291;1/15/2015
J1156;230115282;1/15/2015
J1157;1231301217;1/15/2015
J1158;874067389;1/15/2015
J1159;63345291;1/15/2015
J1160;1355637322;1/15/2015
J1161;198717411;1/15/2015
J1162;1275856907;1/15/2015
J1163;44468982;1/15/2015
J1164;651660150;1/15/2015
J1165;47305455;1/15/2015
J1166;599691332;1/15/2015
J1167;65623202;1/15/2015
J1168;913352049;1/15/2015
J1169;810899505;1/15/2015
J1170;867922648;1/15/2015
J1171;68626659;1/15/2015
J1172;66125636;1/15/2015
J1173;396631499;1/15/2015
J1174;215531894;1/15/2015
J1175;1324276654;1/15/2015
J1176;735242791;1/15/2015
J1177;175773365;1/15/2015
J1178;655102213;1/15/2015
J1179;1390314367;1/15/2015
J1180;750691710;1/15/2015
J1181;256419312;1/15/2015
J1182;538204948;1/15/2015
J1183;1253856298;1/15/2015
J1184;155259867;1/15/2015
J1185;48014043;1/15/2015
J1186;202796400;1/15/2015
J1187;120598035;1/15/2015
J1188;234317645;1/15/2015
J1189;401118298;1/15/2015
J1190;249945527;1/15/2015
J1191;640657491;1/15/2015
J1192;398467035;1/15/2015
J1193;1135096872;1/15/2015
J1194;586955837;1/15/2015
J1195;78242189;1/15/2015
J1196;79337643;1/15/2015
J1197;964413182;1/15/2015
J1198;652368496;1/15/2015
J1199;887790096;1/15/2015
J1200;487430245;1/15/2015
J1201;134140780;1/15/2015
J1202;145547912;1/15/2015
J1203;201080767;1/15/2015
J1204;499004361;1/15/2015
J1205;345749091;1/15/2015
J1206;938217075;1/15/2015
J1207;1322345851;1/15/2015
J1208;358249737;1/15/2015
J1209;251003912;1/15/2015
J1210;690726867;1/15/2015
J1211;383171590;1/15/2015
J1212;54507669;1/15/2015
J1213;247095381;1/15/2015
J1214;212707000;1/15/2015
J1215;1382194349;1/15/2015
J1255;420557075;1/15/2015
J1256;244324878;1/15/2015
J1274;195567250;1/15/2015
J1275;1100302874;1/15/2015
J1276;601104933;1/15/2015
J1277;1093039233;1/15/2015
J1278;215298717;1/15/2015
J1279;765096798;1/15/2015
J1280;1241578057;1/15/2015
J1281;1025916651;1/15/2015
J1282;541910621;1/15/2015
J1283;1000674876;1/15/2015
J1284;369523317;1/15/2015
J1285;1173632683;1/15/2015
J1286;356780567;1/15/2015
J1287;299308031;1/15/2015
J1288;544591611;1/15/2015
J1289;1005454726;1/15/2015
J1290;1101218992;1/15/2015
J1291;907763376;1/15/2015
J1292;62027747;1/15/2015
J1293;420469072;1/15/2015
J1294;720083074;1/15/2015
J1295;74520727;1/15/2015
J1296;1000774150;1/15/2015
J1297;645843915;1/15/2015
J1298;784067330;1/15/2015
J1299;502640289;1/15/2015
J1300;232170389;1/15/2015
J1301;1107812046;1/15/2015
J1302;648418052;1/15/2015
J1303;329289443;1/15/2015
J1338;633006043;1/15/2015
J1339;535544665;1/15/2015
J1340;842779564;1/15/2015
J1341;1007481787;1/15/2015
J1342;1007481787;1/15/2015
J1343;1405038520;1/15/2015
J1344;739952451;1/15/2015
J1345;1392089930;1/15/2015
J1346;357828497;1/15/2015
J1347;168081410;1/15/2015
J1348;805420807;1/15/2015
J1349;380630988;1/15/2015
J1350;426935048;1/15/2015
J1351;37496608;1/15/2015
J1352;1362127247;1/15/2015
J1353;151039349;1/15/2015
J1354;343347608;1/15/2015
J1355;1232251505;1/15/2015
J1356;977503800;1/15/2015
J1357;138415421;1/15/2015
J1358;722931946;1/15/2015
J1359;1059005643;1/15/2015
J1360;5068449;1/15/2015
J1361;380118847;1/15/2015
