machine_code,activation_code,activation_date
,3105631056,4/15/2014
,4390243902,6/15/2014
,7301573015,8/15/2014
,2619526195,10/15/2014
j0852,7914879148,8/15/2013
,7058470584,10/15/2013
,2619426194,12/15/2013
,6481764817,2/15/2014
,3271032710,4/15/2014
,2546325463,6/15/2014
,9607396073,8/15/2014
,4196841968,10/15/2014
j0855,2739627396,8/15/2013
,6802468024,10/15/2013
,7862178621,12/15/2013
,1820318203,2/15/2014
,4937549375,4/15/2014
,6703167031,6/15/2014
,4286942869,8/15/2014
,8351983519,10/15/2014
j0856,2081420814,8/15/2013
,9751297512,10/15/2013
,4190541905,12/15/2013
,6307363073,2/15/2014
,3260832608,4/15/2014
,5134651346,6/15/2014
,8504785047,8/15/2014
,7503875038,10/15/2014
j0857,4387543875,8/15/2013
,9273692736,10/15/2013
,2191321913,12/15/2013
,5136751367,2/15/2014
,8109581095,4/15/2014
,7068370683,6/15/2014
,6547365473,8/15/2014
,2084920849,10/15/2014
j0858,2948629486,8/15/2013
,6920469204,10/15/2013
,7165471654,12/15/2013
,9482794827,2/15/2014
,3406534065,4/15/2014
,7039570395,6/15/2014
,4729347293,8/15/2014
,1056910569,10/15/2014
j0859,8056180561,8/15/2013
,5081750817,10/15/2013
,7642876428,12/15/2013
,9260292602,2/15/2014
,7051270512,4/15/2014
,5702857028,6/15/2014
,3451834518,8/15/2014
,2094320943,10/15/2014
j0860,8547285472,8/15/2013
,1068410684,10/15/2013
,9302693026,12/15/2013
,7815378153,2/15/2014
,4301543015,4/15/2014
,2431924319,6/15/2014
,7462674626,8/15/2014
,6027460274,10/15/2014
j0865,2036820368,8/15/2013
,4760547605,10/15/2013
,6294862948,12/15/2013
,2158721587,2/15/2014
,4816348163,4/15/2014
,5091250912,6/15/2014
,9041890418,8/15/2014
,3794037940,10/15/2014
j0869,2650326503,8/15/2013
,8210982109,10/15/2013
,9073490734,12/15/2013
,4126841268,2/15/2014
,6102761027,4/15/2014
,3750437504,6/15/2014
,5936159361,8/15/2014
,9105291052,10/15/2014
j0870,7031570315,8/15/2013
,6807168071,10/15/2013
,4972649726,12/15/2013
,5821458214,2/15/2014
,6347063470,4/15/2014
,7418074180,6/15/2014
,9751297512,8/15/2014
,2934629346,10/15/2014
j0861,2519325193,8/15/2013
,8740587405,10/15/2013
,4621746217,12/15/2013
,3746938469,2/15/2014
,9802698026,4/15/2014
,7415274152,6/15/2014
,3291832918,8/15/2014
,2609726097,10/15/2014
j0862,9302593025,8/15/2013
,2547825478,10/15/2013
,8104781047,12/15/2013
,3675436754,2/15/2014
,5076450764,4/15/2014
,2649726497,6/15/2014
,3920839208,8/15/2014
,3720137201,10/15/2014
j0863,8240382403,8/15/2013
,3052930529,10/15/2013
,9263792637,12/15/2013
,4107341073,2/15/2014
,7482674826,4/15/2014
,6821068210,6/15/2014
,6312963129,8/15/2014
,9504395043,10/15/2014
j0864,6304263042,8/15/2013
,3602536025,10/15/2013
,5108751087,12/15/2013
,1793617936,2/15/2014
,2615426154,4/15/2014
,3012430124,6/15/2014
,8791287912,8/15/2014
,7529175291,10/15/2014
j0866,4517045170,8/15/2013
,3518035180,10/15/2013
,2139821398,12/15/2013
,4217942179,2/15/2014
,9346193461,4/15/2014
,5087150871,6/15/2014
,7204872048,8/15/2014
,6139261392,10/15/2014
j0867,0188191703,8/15/2013
,0522975605,10/15/2013
,0669177526,12/15/2013
,0899563456,2/15/2014
,0056028292,4/15/2014
,0562004771,6/15/2014
,0575219857,8/15/2014
,0802130405,10/15/2014
j0868,0854117584,8/15/2013
,0477329655,10/15/2013
,0122402270,12/15/2013
,0364152505,2/15/2014
,1034299646,4/15/2014
,0034308333,6/15/2014
,1009195874,8/15/2014
,0038767084,10/15/2014
j0845,3674836748,9/15/2013
,9401294012,11/15/2013
,7309273092,1/15/2014
,2098420984,3/15/2014
,4517345173,5/15/2014
,6054960549,7/15/2014
,8052680526,9/15/2014
,5063750637,11/15/2014
j0872,7019370193,9/15/2013
,4103941039,11/15/2013
,8143581435,1/15/2014
,2805128051,3/15/2014
,9450294502,5/15/2014
,6370563705,7/15/2014
,1320613206,9/15/2014
,9674096740,11/15/2014
J0874,5764057640,9/15/2013
,6218762187,11/15/2013
,9635796357,1/15/2014
,3759237592,3/15/2014
,4913049130,5/15/2014
,7846978469,7/15/2014
,5842958429,9/15/2014
,3915739157,11/15/2014
J0871,7045970459,9/15/2013
,2683726837,11/15/2013
,2875128751,1/15/2014
,4821548215,3/15/2014
,4516745167,5/15/2014
,7430174301,7/15/2014
,8530685306,9/15/2014
,2469024690,11/15/2014
J0873,3794637946,9/15/2013
,5930259302,11/15/2013
,1805918059,1/15/2014
,7603976039,3/15/2014
,9453794537,5/15/2014
,4816048160,7/15/2014
,2618326183,9/15/2014
,2908429084,11/15/2014
J0875,6839268392,9/15/2013
,6140861408,11/15/2013
,8016380163,1/15/2014
,5179651796,3/15/2014
,4153041530,5/15/2014
,1750817508,7/15/2014
,2560725607,9/15/2014
,8590285902,11/15/2014
J0876,2170821708,9/15/2013
,8510785107,11/15/2013
,3709537095,1/15/2014
,4106241062,3/15/2014
,4703947039,5/15/2014
,9530195301,7/15/2014
,7106371063,9/15/2014
,5132451324,11/15/2014
J0877,6071360713,9/15/2013
,4981249812,11/15/2013
,7392573925,1/15/2014
,7201972019,3/15/2014
,3045830458,5/15/2014
,5418754187,7/15/2014
,2107321073,9/15/2014
,8739487394,11/15/2014
J0878,2170621706,9/15/2013
,6135961359,11/15/2013
,9108291082,1/15/2014
,4067240672,3/15/2014
,6543965439,5/15/2014
,8125981259,7/15/2014
,8271982719,9/15/2014
,9012590125,11/15/2014
J0879,8301483014,9/15/2013
,5791257912,11/15/2013
,7531875318,1/15/2014
,6738267382,3/15/2014
,4103641036,5/15/2014
,5830158301,7/15/2014
,8630586305,9/15/2014
,9405394053,11/15/2014
J0880,6095260952,9/15/2013
,1493514935,11/15/2013
,7028670286,1/15/2014
,5702957029,3/15/2014
,3421834218,5/15/2014
,8421584215,7/15/2014
,4520145201,9/15/2014
,2751627516,11/15/2014
J0881,4360543605,9/15/2013
,8067980679,11/15/2013
,2177821778,1/15/2014
,3074630746,3/15/2014
,1059310593,5/15/2014
,5401854018,7/15/2014
,6271962719,9/15/2014
,7120471204,11/15/2014
J0882,8014680146,9/15/2013
,9230892308,11/15/2013
,6981769817,1/15/2014
,6180961809,3/15/2014
,5264952649,5/15/2014
,3086430864,7/15/2014
,2753027530,9/15/2014
,5316853168,11/15/2014
J0883,3807138071,9/15/2013
,6250762507,11/15/2013
,9518395183,1/15/2014
,7350273502,3/15/2014
,4739647396,5/15/2014
,3617536175,7/15/2014
,6572165721,9/15/2014
,27080427804,11/15/2014
J0884,8706187061,9/15/2013
,4531745317,11/15/2013
,9032590325,1/15/2014
,9507495074,3/15/2014
,7018470184,5/15/2014
,4281042810,7/15/2014
,3517935179,9/15/2014
,6149261492,11/15/2014
J0885,4217442174,10/15/2013
,2401524015,12/15/2013
,4903849038,2/15/2014
,6810368103,4/15/2014
,7129571295,6/15/2014
,9471094710,8/15/2014
,6379263792,10/15/2014
,3826138261,12/15/2014
J0886,8350783507,10/15/2013
,3852638526,12/15/2013
,4061940619,2/15/2014
,8325083250,4/15/2014
,2581625816,6/15/2014
,7159371593,8/15/2014
,7349173491,10/15/2014
,5180951809,12/15/2014
J0887,8601586015,10/15/2013
,9137091370,12/15/2013
,5106951069,2/15/2014
,6485164851,4/15/2014
,3809238092,6/15/2014
,7624876248,8/15/2014
,7826478264,10/15/2014
,9374593745,12/15/2014
J0888,6374063740,10/15/2013
,5270452704,12/15/2013
,4129641296,2/15/2014
,3795837958,4/15/2014
,7406874068,6/15/2014
,1896318963,8/15/2014
,2891628916,10/15/2014
,9472594725,12/15/2014
J0889,?0112471403,10/15/2013
,?0653712902,12/15/2013
,?0451321051,2/15/2014
,?0024162892,4/15/2014
,?0182486826,6/15/2014
,?0943174216,8/15/2014
,?0221228679,10/15/2014
,1325286558,12/15/2014
J0890,2063520635,10/15/2013
,6349063490,12/15/2013
,7361973619,2/15/2014
,5071350713,4/15/2014
,4510845108,6/15/2014
,7056170561,8/15/2014
,9073690736,10/15/2014
,3184231842,12/15/2014
J0891,9650796507,10/15/2013
,8510385103,12/15/2013
,4291842918,2/15/2014
,5238152381,4/15/2014
,7450974509,6/15/2014
,9450294502,8/15/2014
,2904629046,10/15/2014
,6256762567,12/15/2014
J0892,2106921069,11/15/2013
,6402764027,1/15/2014
,8419584195,3/15/2014
,9608196081,5/15/2014
,7905479054,7/15/2014
,3754837548,9/15/2014
,6489764897,11/15/2014
,4318643186,1/15/2015
J0893,3104931049,11/15/2013
,7395873958,1/15/2014
,8421984219,3/15/2014
,4175341753,5/15/2014
,5301653016,7/15/2014
,6180761807,9/15/2014
,2540925409,11/15/2014
,9417294172,1/15/2015
J0894,8150781507,11/15/2013
,4603846038,1/15/2014
,7041670416,3/15/2014
,3204532045,5/15/2014
,4217942179,7/15/2014
,9215892158,9/15/2014
,1098610986,11/15/2014
,6082760827,1/15/2015
J0895,7501675016,11/15/2013
,6135961359,1/15/2014
,8739187391,3/15/2014
,3067530675,5/15/2014
,4037240372,7/15/2014
,9043590435,9/15/2014
,5071850718,11/15/2014
,2310823108,1/15/2015
J0896,2941629416,11/15/2013
,6829368293,1/15/2014
,7540975409,3/15/2014
,8375083750,5/15/2014
,3607136071,7/15/2014
,1043610436,9/15/2014
,4209542095,11/15/2014
,5602756027,1/15/2015
J0897,8014580145,11/15/2013
,5148951489,1/15/2014
,7960379603,3/15/2014
,2601826018,5/15/2014
,3529135291,7/15/2014
,6231562315,9/15/2014
,8157481574,11/15/2014
,4195241952,1/15/2015
J0898,4508245082,12/15/2013
,2198521985,2/15/2014
,7291372913,4/15/2014
,1094610946,6/15/2014
,5306453064,8/15/2014
,6054960549,10/15/2014
,8201682016,12/15/2014
,5274052740,2/15/2015
J0899,7138271382,12/15/2013
,2905729057,2/15/2014
,9173591735,4/15/2014
,4061540615,6/15/2014
,9613896138,8/15/2014
,6754167541,10/15/2014
,5260452604,12/15/2014
,3518635186,2/15/2015
J0900,4710947109,12/15/2013
,6230762307,2/15/2014
,8524685246,4/15/2014
,2841528415,6/15/2014
,9372893728,8/15/2014
,3619736197,10/15/2014
,5703257032,12/15/2014
,8503185031,2/15/2015
J0901,5860358603,12/15/2013
,7085370853,2/15/2014
,9481094810,4/15/2014
,8453784537,6/15/2014
,2708527085,8/15/2014
,6217462174,10/15/2014
,4916349163,12/15/2014
,3571935719,2/15/2015
J0902,5420754207,12/15/2013
,3604236042,2/15/2014
,8619486194,4/15/2014
,4870348703,6/15/2014
,2816528165,8/15/2014
,6102461024,10/15/2014
,7410974109,12/15/2014
,9301593015,2/15/2015
J0903,3021930219,12/15/2013
,5071650716,2/15/2014
,8521785217,4/15/2014
,4871548715,6/15/2014
,4063840638,8/15/2014
,6025960259,10/15/2014
,2705327053,12/15/2014
,8621486214,2/15/2015
J0904,3056130561,12/15/2013
,2187321873,2/15/2014
,4502945029,4/15/2014
,2075620756,6/15/2014
,5820358203,8/15/2014
,8136981369,10/15/2014
,7256072560,12/15/2014
,6029860298,2/15/2015
J0905,9056390563,12/15/2013
,4105941059,2/15/2014
,8527085270,4/15/2014
,8602386023,6/15/2014
,6214962149,8/15/2014
,3817538175,10/15/2014
,3051830518,12/15/2014
,7302173021,2/15/2015
J0906,8402584025,12/15/2013
,4165941659,2/15/2014
,5162851628,4/15/2014
,2039120391,6/15/2014
,3081030810,8/15/2014
,7519475194,10/15/2014
,6349263492,12/15/2014
,9064890648,2/15/2015
J0907,9143691436,12/15/2013
,2680926809,2/15/2014
,8612786127,4/15/2014
,4607146071,6/15/2014
,7034870348,8/15/2014
,3518035180,10/15/2014
,5913459134,12/15/2014
,1430714307,2/15/2015
J0908,0481718813,12/15/2013
,0665335148,2/15/2014
,0615647897,4/15/2014
,0670954713,6/15/2014
,0282076124,8/15/2014
,0105108230,10/15/2014
,0640024797,12/15/2014
,0394165351,2/15/2015
J0909,0632458437,12/15/2013
,0457059907,2/15/2014
,1136712146,4/15/2014
,0947940954,6/15/2014
,0444740610,8/15/2014
,1114780536,10/15/2014
,0085690048,12/15/2014
,1167373110,2/15/2015
J0910,0045296269,12/15/2013
,1103146271,2/15/2014
,0561709079,4/15/2014
,0509257568,6/15/2014
,0180299715,8/15/2014
,0996965082,10/15/2014
,0434058256,12/15/2014
,0470751984,2/15/2015
J0911,8402984029,12/15/2013
,4108241082,2/15/2014
,3829538295,4/15/2014
,5164351643,6/15/2014
,6820168201,8/15/2014
,7528475284,10/15/2014
,5643856438,12/15/2014
,2184721847,2/15/2015
J0912,0833485013,12/15/2013
,0186642074,2/15/2014
,0734676354,4/15/2014
,0042842479,6/15/2014
,0216317913,8/15/2014
,0459496709,10/15/2014
,0808596658,12/15/2014
,0666503600,2/15/2015
J0913,6271962719,12/15/2013
,2510325103,2/15/2014
,5063450634,4/15/2014
,3720837208,6/15/2014
,7203672036,8/15/2014
,2810528105,10/15/2014
,9528195281,12/15/2014
,6207562075,2/15/2015
J0914,1096649021,12/15/2013
,0030312444,2/15/2014
,0211593316,4/15/2014
,0027271884,6/15/2014
,0968903130,8/15/2014
,0533287323,10/15/2014
,0539011022,12/15/2014
,0036924437,2/15/2015
J0915,0239855115,12/15/2013
,0614588778,2/15/2014
,0708305306,4/15/2014
,1099390113,6/15/2014
,1115163261,8/15/2014
,0530619582,10/15/2014
,0590790512,12/15/2014
,0065649560,2/15/2015
J0916,4083740837,12/15/2013
,9415294152,2/15/2014
,2013920139,4/15/2014
,3560435604,6/15/2014
,6804268042,8/15/2014
,1642516425,10/15/2014
,7302873028,12/15/2014
,8134781347,2/15/2015
J0917,7308573085,12/15/2013
,8791387913,2/15/2014
,2947129471,4/15/2014
,6103561035,6/15/2014
,3782637826,8/15/2014
,4810948109,10/15/2014
,5217352173,12/15/2014
,9238592385,2/15/2015
J0918,6071860718,12/15/2013
,4209142091,2/15/2014
,9254092540,4/15/2014
,3419234192,6/15/2014
,5260952609,8/15/2014
,8739587395,10/15/2014
,7083270832,12/15/2014
,4360243602,2/15/2015
J0919,5318653186,12/15/2013
,9530195301,2/15/2014
,4701947019,4/15/2014
,6051760517,6/15/2014
,7104571045,8/15/2014
,2874028740,10/15/2014
,8426084260,12/15/2014
,5312853128,2/15/2015
J0920,6918269182,12/15/2013
,4501345013,2/15/2014
,5479354793,4/15/2014
,2403924039,6/15/2014
,7940879408,8/15/2014
,8160381603,10/15/2014
,2809428094,12/15/2014
,9317593175,2/15/2015
J0921,8403184031,12/15/2013
,7054670546,2/15/2014
,9817298172,4/15/2014
,1750417504,6/15/2014
,5132751327,8/15/2014
,2957329573,10/15/2014
,4281642816,12/15/2014
,3806838068,2/15/2015
J0922,1014209757,1/15/2014
,0545702825,3/15/2014
,0408227115,5/15/2014
,0054822604,7/15/2014
,0464784470,9/15/2014
,0130995246,11/15/2014
,0592546927,1/15/2015
,0245482552,3/15/2015
J0923,1394701447,1/15/2014
,1270011412,3/15/2014
,1107636574,5/15/2014
,1407518382,7/15/2014
,0292229041,9/15/2014
,1392202578,11/15/2014
,0001726427,1/15/2015
,1388536936,3/15/2015
J0924,0004630832,1/15/2014
,0575048756,3/15/2014
,0685208467,5/15/2014
,0155438239,7/15/2014
,0336144940,9/15/2014
,0282646887,11/15/2014
,1336949278,1/15/2015
,0780926734,3/15/2015
J0925,0721093682,1/15/2014
,0923651001,3/15/2014
,1378782470,5/15/2014
,0462962854,7/15/2014
,0664449656,9/15/2014
,0887723640,11/15/2014
,1333413664,1/15/2015
,0575753487,3/15/2015
J0926,0735728341,1/15/2014
,1040941533,3/15/2014
,0116875102,5/15/2014
,1362948642,7/15/2014
,0587445275,9/15/2014
,0082779996,11/15/2014
,0134940360,1/15/2015
,1124919413,3/15/2015
J0927,0616868108,1/15/2014
,0273379764,3/15/2014
,1087748305,5/15/2014
,0125871703,7/15/2014
,1248694250,9/15/2014
,0034596599,11/15/2014
,0824447287,1/15/2015
,0109370824,3/15/2015
J0928,0607104489,1/15/2014
,0007690100,3/15/2014
,0289008131,5/15/2014
,1032929168,7/15/2014
,0279509263,9/15/2014
,0283493640,11/15/2014
,0062505594,1/15/2015
,0218219447,3/15/2015
J0929,0672360977,1/15/2014
,0604033495,3/15/2014
,0990231699,5/15/2014
,0787842855,7/15/2014
,0648160194,9/15/2014
,1228781227,11/15/2014
,0285119956,1/15/2015
,0473256742,3/15/2015
J0930,1169089119,1/15/2014
,0021222235,3/15/2014
,0793060582,5/15/2014
,0626174274,7/15/2014
,0430244973,9/15/2014
,0881853001,11/15/2014
,0205828026,1/15/2015
,1339556058,3/15/2015
J0931,0365783312,1/15/2014
,0747246110,3/15/2014
,0313443523,5/15/2014
